Category,Symptom
IT Support / Desktop Support / Internet / VPN not connecting,Not able to connect VPN
IT Support / Desktop Support / User Profile / Password Expired,Password not Working/Expired
IT Support / Desktop Support / Internet / VPN not connecting,Forti Client not working
IT Support / Desktop Support / Internet / VPN not connecting,Forticlient is not working
IT Support / Desktop Support / User Profile / Account Lockout,Login is not Working
IT Support / Desktop Support / Internet / VPN not connecting,VPN not connecting
IT Support / Desktop Support / Software Issue,URGENT! - Need to add PATH to environment variables
IT Support / Desktop Support / Internet / VPN not connecting,VPN not connecting
IT Support / Desktop Support / User Profile / Account Lockout,System Lockout: Sankhadeep
IT Support / Desktop Support / User Profile / Password Expired,Password reset request
IT Support / Desktop Support / User Profile / Password Expired,Not able to log in to Forticlient
IT Support / Desktop Support / Software Issue,"My SQL Server Management Server has some issue, which makes it very longer to run queries and will return an halt or an err"
IT Support / Desktop Support / Laptop / System Performance,I am encountering an issue with the Snipping Tool on my laptop. It is not responding when I try to use it. Could you please look into this and help resolve the problem?
IT Support / Desktop Support / Software Issue,To Install and Set up Jupyter Notebook
IT Support / Desktop Support / Software Issue,"I am unable to login to greyHR portal, need to submit proofs."
IT Support / Desktop Support / Internet / VPN not connecting,"VPN Connection not working- forti token app needs to be reinstalled on phone, need a new qr code or activation token"
IT Support / Desktop Support / Software Issue,Access to PowerBI desktop
IT Support / Desktop Support / Laptop / System Performance,Laptop is not working efficiently.
IT Support / Desktop Support / Internet / VPN not connecting,facing locking issue with teams and outlook
IT Support / Desktop Support / Laptop / Display,Laptop Time
IT Support / Desktop Support / Software Issue,Visual Studio Code Installation
IT Support / Desktop Support / Internet / VPN not connecting,VPN not connecting
IT Support / Desktop Support / User Profile / Password Expired,Password not Working/Expired
IT Support / Desktop Support / Software Issue,Need to setup Fortitoken on mobile for VPN token
IT Support / Desktop Support / Internet / VPN not connecting,VPN not connecting
IT Support / Desktop Support / User Profile / Password Expired,PC Login not working with correct password.
IT Support / Desktop Support / Laptop / System Performance,Extreme Slowness in Tredence Sharepoint
IT Support / Desktop Support / Laptop / System Performance,"the system performance is very low while working with the application like docker, intellij ,java etc"
IT Support / Desktop Support / User Profile / Password Expired,need assistance to change the password
IT Support / Desktop Support / Internet / VPN not connecting,VPN not connecting
IT Support / Desktop Support / Software Issue,Issue: Unable to Adjust Laptop Screen Brightness
IT Support / Desktop Support / User Profile / Password Expired,Unable to Connect to VPN
IT Support / Desktop Support / Software Issue,Password Set
IT Support / Desktop Support / Internet / VPN not connecting,VPN not connecting
IT Support / Desktop Support / Internet / VPN not connecting,VPN not connecting
IT Support / Desktop Support / Software Issue,Please install Notepad ++
IT Support / Desktop Support / Software Issue,Unable to connect to FortiClient VPN
IT Support / Desktop Support / User Profile / Password Expired,Password not Working/Expired
IT Support / Desktop Support / Laptop / Display,Laptop Replacement
IT Support / Desktop Support / Software Issue,Google Access for Rishabh
IT Support / Desktop Support / Software Issue,Locked out of system
IT Support / Desktop Support / O365 Issue / Outlook Issue,Outlook Not working/Outlook fails to open with OUT of Memory error/Outlook not working/My Mailbox is full/Email is not accessible
IT Support / Desktop Support / Software Issue,Not able to download any docs- this is tax POI
IT Support / Desktop Support / Software Issue,Slack & Zoom Installation
IT Support / Desktop Support / Software Issue,Need to install .NET and visual studio
IT Support / Desktop Support / User Profile / Password Expired,Unable to connect to FortiClient
IT Support / Desktop Support / Laptop / System Performance,Laptop Replacement (Too Slow)
IT Support / Desktop Support / Internet / Unable to connect to Wi-Fi,Windows password is locked. Unable to login. pls help asap
IT Support / Desktop Support / Software Issue,PySpark Installation Required-- Upcoming Training from 27th January
IT Support / Desktop Support / Internet / VPN not connecting,unable to connect to VPN
IT Support / Desktop Support / Internet / VPN not connecting,unable to connect to VPN
IT Support / Desktop Support / Software Issue,I need to install notepad++
IT Support / Desktop Support / Internet / VPN not connecting,Laptop password reset
IT Support / Desktop Support / Software Issue,RE - system issue
IT Support / Desktop Support / Internet / VPN not connecting,Unable to connect to VPN despite restarting my system multiple times
IT Support / Desktop Support / Internet / VPN not connecting,Account getting locked
IT Support / Desktop Support / Internet / VPN not connecting,VPN not connecting
IT Support / Desktop Support / Internet / Unable to connect to Wi-Fi,Wifi Option is not showing in laptop
IT Support / Desktop Support / Laptop / Display,Adjust clock time of the laptop
IT Support / Desktop Support / Software Issue,Software installation for Pyspark training
IT Support / Desktop Support / User Profile / Account Lockout,Account locked
IT Support / Desktop Support / Software Issue,Microsoft authenticator transfer
IT Support / Desktop Support / Software Issue,Configuration of python
IT Support / Desktop Support / Software Issue,Microsoft authenticator app not working
IT Support / Desktop Support / Software Issue,Need help upgrading my Citrix Workspace application
IT Support / Desktop Support / O365 Issue / MS Teams Issue,Unable to login TMS
IT Support / Desktop Support / Software Issue,Urgent Issue - Need to disable Zoom Sharing Service for SnowPro Core Exam
IT Support / Desktop Support / Software Issue,Need to Jupyter notebook on my laptop
IT Support / Desktop Support / Internet / VPN not connecting,VPN login not working
IT Support / Desktop Support / Software Issue,Unable to connect Forticlient VPN
IT Support / Desktop Support / Laptop / System Performance,Increase in laptop memory
IT Support / Desktop Support / Laptop / Display,HDMI signal not detected
IT Support / Desktop Support / O365 Issue / MS Teams Issue,Earned leaves not reflecting in tms portal
IT Support / Desktop Support / O365 Issue / MS Teams Issue,Microsoft Teams for Business is not working/Not able to connect to Microsoft Teams for Business
IT Support / Desktop Support / Software Issue,FortiClient not working
IT Support / Desktop Support / Software Issue,"@Desktop Support—once the ticket is assigned to us, please coordinate with the user. If they do not require an license extension, connect with Baskar to remove the credit card from the user account."
IT Support / Desktop Support / Software Issue,Login issue
IT Support / Desktop Support / O365 Issue / Outlook Issue,Policy issue
IT Support / Desktop Support / Software Issue,Issue with Teams login
IT Support / Desktop Support / Software Issue,Camera not working.
IT Support / Desktop Support / Software Issue,unable to connect to Citrix workstation
IT Support / Desktop Support / Internet / VPN not connecting,VPN not connecting
IT Support / Desktop Support / O365 Issue / MS Teams Issue,MFA reset. need to reset
IT Support / Desktop Support / Internet / VPN not connecting,Unable to connect to forticlient VPN
IT Support / Desktop Support / Laptop / System Performance,Laptop is hanging.
IT Support / Desktop Support / Internet / VPN not connecting,Password Reset
IT Support / Desktop Support / Software Issue,installing citrix workspace
IT Support / Desktop Support / Internet / VPN not connecting,VPN not connecting
IT Support / Desktop Support / Software Issue,Visual Studio and Git installation
IT Support / Desktop Support / Internet / VPN not connecting,VPN not connecting
IT Support / Desktop Support / Software Issue,Need to configure new laptop.
IT Support / Desktop Support / Software Issue,Problem in accessing the Teams from mobile
IT Support / Desktop Support / Software Issue,Requires administrative privileges (username and password)
IT Support / Desktop Support / User Profile / Account Lockout,Password has been mis typed multiple times and account has been blocked because of the same.
IT Support / Desktop Support / Software Issue,Not able to send email
IT Support / Desktop Support / Software Issue,Device Non compliance
IT Support / Desktop Support / Laptop / System Boot-up,Frequent system freezes on my laptop
IT Support / Desktop Support / Software Issue,"Urgent: Issues with Chrome Login, Git Bash/Desktop Affecting Deliverables"
IT Support / Desktop Support / Software Issue,Installation of dotnet global tool failing
IT Support / Desktop Support / Software Issue,Forti Client LogIn issue - 3157
IT Support / Desktop Support / Software Issue,Python was not found although installed python.
IT Support / Desktop Support / Software Issue,"Forticlient not working, please assist"
IT Support / Desktop Support / Software Issue,Need to install a software from client side :https://github.intuit.com/EIAM/eiamCli-golang#installation
IT Support / Desktop Support / Software Issue,Need to install below software
IT Support / Desktop Support / Internet / VPN not connecting,VPN not connecting
IT Support / Desktop Support / Internet / VPN not connecting,VPN connection issue
IT Support / Desktop Support / Internet / VPN not connecting,Help Needed -- Need to make laptop time accurate
IT Support / Desktop Support / Internet / VPN not connecting,VPN not connecting
IT Support / Desktop Support / User Profile / Password Expired,Account password reset
IT Support / Desktop Support / Internet / Unable to connect to Wi-Fi,unable to connect wifi on my mobile
IT Support / Desktop Support / Software Issue,Need to install the softwares
IT Support / Desktop Support / Internet / VPN not connecting,FortiClient Connection issue
IT Support / Desktop Support / Software Issue,Raised a IT Ticket for Dot net and Visual Studio Installation.
IT Support / Desktop Support / User Profile / Password Expired,Unable to connect to WIFI/My Laptop is unable to connect the Wireless network through bluetooth devices
IT Support / Desktop Support / Internet / VPN not connecting,VPN not connecting
IT Support / Desktop Support / Internet / VPN not connecting,VPN not connecting
IT Support / Desktop Support / Laptop / Display,"I am experiencing a display issue where parts of my screen are black and white, and the problem persists during screen sharing in Teams"
IT Support / Desktop Support / User Profile / Password Expired,Not able to connect to VPN. And when I am trying to change my password it showing Machine is not available.
IT Support / Desktop Support / User Profile / Password Expired,Not able to change pw
IT Support / Desktop Support / Internet / VPN not connecting,VPN not connecting
IT Support / Desktop Support / Laptop / Display,Display got broken
IT Support / Desktop Support / Software Issue,I am not having the access to install the application from cloud services
IT Support / Desktop Support / Software Issue,unable to connect with VPN
IT Support / Desktop Support / Internet / VPN not connecting,VPN not connecting
IT Support / Desktop Support / Software Issue,Team login issue
IT Support / Desktop Support / User Profile / Password Expired,Password not Working/Expired
IT Support / Desktop Support / Laptop / Speaker and Audio,Laptop Audio not working
IT Support / Desktop Support / User Profile / Password Expired,Password not Working/Expired
IT Support / Desktop Support / Internet / Unable to connect to Wi-Fi,Unable to connect to WIFI/My Laptop is unable to connect the Wireless network through bluetooth devices
IT Support / Desktop Support / Internet / VPN not connecting,Vpn Not Connecting Password Expired
IT Support / Desktop Support / Internet / VPN not connecting,Unable to connect to VPN
IT Support / Desktop Support / Software Issue,Not able to open concur application
IT Support / Desktop Support / Software Issue,Getting error while connecting to SQL Server
IT Support / Desktop Support / Software Issue,Please reset my ripple hire password
IT Support / Desktop Support / O365 Issue / MS Teams Issue,not able to access teams
IT Support / Desktop Support / Software Issue,Laptop not booting - Madhu
IT Support / Desktop Support / Software Issue,Require admin access for VPN setup for project
IT Support / Desktop Support / User Profile / Account Lockout,Frequent Account Lockout Issues
IT Support / Desktop Support / Software Issue,Login Not Working
IT Support / Desktop Support / User Profile / Account Lockout,Microsoft services locked out
IT Support / Desktop Support / Software Issue,Jahanvi Singh - Tredence Account Locked
IT Support / Desktop Support / User Profile / Account Lockout,Assistance Required for Akhil Sharma's Locked ID
IT Support / Desktop Support / User Profile / Account Lockout,Microsoft services not working: Samrat Kishore EMPID 2001
IT Support / Desktop Support / Software Issue,Regarding System Lock out
IT Support / Desktop Support / User Profile / Account Lockout,Account logged out - Adarsh James
IT Support / Desktop Support / User Profile / Account Lockout,Frequent Account Lockout Issues
IT Support / Desktop Support / User Profile / Account Lockout,"Account locked, can't access email & other applications. Pls call +19035134791, unable to access email."
IT Support / Desktop Support / O365 Issue / MS Teams Issue,Microsoft Teams for Business is not working/Not able to connect to Microsoft Teams for Business
IT Support / Desktop Support / User Profile / Account Lockout,Account locked
IT Support / Desktop Support / User Profile / Password Expired,Zscaler & password update
IT Support / Desktop Support / User Profile / Account Lockout,Pratap - account locked
IT Support / Desktop Support / Software Issue,Microsoft Teams for Business is not working/Not able to connect to Microsoft Teams for Business
IT Support / Desktop Support / Laptop / Power-On Issue,Replacement Laptop
IT Support / Desktop Support / User Profile / Account Lockout,Not able to access Teams and Outlook
IT Support / Desktop Support / User Profile / Account Lockout,Frequent Account Lockout Issues
IT Support / Desktop Support / User Profile / Account Lockout,Not able to access tredence email id as well as zscalar logged out
IT Support / Desktop Support / Internet / VPN not connecting,getting error upon entering token in forticlient vpn
IT Support / Desktop Support / O365 Issue / MS Teams Issue,Microsoft Teams for Business is not working/Not able to connect to Microsoft Teams for Business
IT Support / Desktop Support / O365 Issue / Outlook Issue,Issue with office 365
IT Support / Desktop Support / Software Issue,Installation of PostgreSQL and pgAdmin
IT Support / Desktop Support / O365 Issue / Outlook Issue,Issue with Teams
IT Support / Desktop Support / Software Issue,FortiClient VPN not working
IT Support / Desktop Support / Software Issue,Time not synched
IT Support / Desktop Support / Internet / VPN not connecting,Help needed connect to VPN
IT Support / Desktop Support / Internet / VPN not connecting,VPN not connecting
IT Support / Desktop Support / User Profile / Account Lockout,Frequent Account Lockout Issues
IT Support / Desktop Support / Software Issue,I am not able to connect to FortiClient with my token.
IT Support / Desktop Support / Internet / VPN not connecting,VPN not connecting
IT Support / Desktop Support / Internet / VPN not connecting,VPN errors out as access denied
IT Support / Desktop Support / Internet / VPN not connecting,need to change the password not able to connect VPN.
IT Support / Desktop Support / Software Issue,VPN issue
IT Support / Desktop Support / Laptop / System Performance,"My laptop is very slow, frequent hangs, heating issue and consumes more ram."
IT Support / Desktop Support / User Profile / Password Expired,system locked out
IT Support / Desktop Support / User Profile / Account Lockout,Not able to login in symantec
IT Support / Desktop Support / User Profile / Password Expired,Unable to log in
IT Support / Desktop Support / User Profile / Account Lockout,Account Locked
IT Support / Desktop Support / Internet / VPN not connecting,"Unable to connect to FortiClient VPN, getting permission denied issue"
IT Support / Desktop Support / Software Issue,Facing issue while opening VS Code
IT Support / Desktop Support / Internet / VPN not connecting,VPN not connecting
IT Support / Desktop Support / Software Issue,IM18746 - Incident Canceled
IT Support / Desktop Support / Internet / Unable to connect to Wi-Fi,Not able to connect to office wifi.
IT Support / Desktop Support / User Profile / Account Lockout,Urgent: Account Locked – Unable to Access Systems for ID 2785 (jagadeesha.rg@tredence.com)
IT Support / Desktop Support / Software Issue,Docker installation
IT Support / Desktop Support / O365 Issue / MS Teams Issue,Unable to login to Microsoft Teams
IT Support / Desktop Support / Mouse / Mouse Issue,Mouse not working
IT Support / Desktop Support / Internet / VPN not connecting,Steps to set up FortiToken
IT Support / Desktop Support / Laptop / System Performance,My system is working very slow and in most of the one drive data an error is coming
IT Support / Desktop Support / Internet / VPN not connecting,Not able to connect to Vpn
IT Support / Desktop Support / Software Issue,Unable to launch citrix
IT Support / Desktop Support / Laptop / System Boot-up,The desktop is locked out.
IT Support / Desktop Support / User Profile / Account Lockout,Frequent Account Lockout Issues
IT Support / Desktop Support / Internet / VPN not connecting,Not able to login to VPN .. due to which account got locked
IT Support / Desktop Support / Software Issue,SR-13984 | WO-418 | Cisco Anyconnect
IT Support / Desktop Support / Software Issue,Installation of Oracle SQL developer and Global protect VPN
IT Support / Desktop Support / User Profile / Password Expired,Kuber Sharma unable to access their machine using with username and password.
IT Support / Desktop Support / Internet / VPN not connecting,VPN not connecting
IT Support / Desktop Support / Internet / VPN not connecting,VPN not connecting
IT Support / Desktop Support / Internet / VPN not connecting,VPN not connecting
IT Support / Desktop Support / Software Issue,Not able to login Forticlient VPN
IT Support / Desktop Support / User Profile / Account Lockout,Apporva account is locked
IT Support / Desktop Support / Mouse / Mouse Issue,Allocation-TransID#6800/FIXED/AssetID#7144 - Asset Allocation Mail Alert - Location: Bangalore-India\Prestige Tech Park IV - Store
IT Support / Desktop Support / Software Issue,ISSUE REGARDING CITRIX VDI LOGIN
IT Support / Desktop Support / Software Issue,Citrix is not getting detected
IT Support / Desktop Support / Internet / VPN not connecting,Password Change Request
IT Support / Desktop Support / User Profile / Password Expired,Password Change Request
IT Support / Desktop Support / Software Issue,VDI Issue
IT Support / Desktop Support / Software Issue,VPN again Not working
IT Support / Desktop Support / Internet / VPN not connecting,Forticlient not working
IT Support / Desktop Support / Mouse / Mouse Issue,Mouse not working
IT Support / Desktop Support / Internet / VPN not connecting,VPN not connecting
IT Support / Desktop Support / User Profile / Password Expired,Not able to login to laptop
IT Support / Desktop Support / O365 Issue / Outlook Issue,Outlook Not working/Outlook fails to open with OUT of Memory error/Outlook not working/My Mailbox is full/Email is not accessible
IT Support / Desktop Support / Internet / VPN not connecting,Vpn Not Working Password Expired
IT Support / Desktop Support / User Profile / Account Lockout,Not able to login to system
IT Support / Desktop Support / User Profile / Password Expired,Parablu application is repeatadly asking for passwordRequest resolution
IT Support / Desktop Support / User Profile / Account Lockout,MS Teams blocked
IT Support / Desktop Support / Internet / VPN not connecting,Please provide the access to Forticlient VPN
IT Support / Desktop Support / User Profile / Password Expired,Password not Working/Expired
IT Support / Desktop Support / User Profile / Password Expired,Need to reset my password
IT Support / Desktop Support / Software Issue,"I’m not able to connect to VPN. I also changed my phone and will need help in reconfiguring Fortitoken.Also, my system clock is 8 mins slower than actual time. Is there a way to fix it"
IT Support / Desktop Support / Internet / VPN not connecting,Not able to connect to VPN
IT Support / Desktop Support / Internet / VPN not connecting,VPN not connecting
IT Support / Desktop Support / Software Issue,Desktop PowerBI for urgent client meeting
IT Support / Desktop Support / Software Issue,Outlook Not Working
IT Support / Desktop Support / Internet / Unable to connect to Wi-Fi,Computer won’t connect to internet
IT Support / Desktop Support / Internet / VPN not connecting,need to install the GlobalProtect64 VPN
IT Support / Desktop Support / User Profile / Account Lockout,Request to help John out with Tredence system access
IT Support / Desktop Support / User Profile / Password Expired,Password Expired - Not able to login
IT Support / Desktop Support / Internet / VPN not connecting,Request to reset Fortitoken
IT Support / Desktop Support / User Profile / Password Expired,Password was expired. Not able to use teams or outlook
IT Support / Desktop Support / User Profile / Password Expired,Password expired
IT Support / Desktop Support / Laptop / Speaker and Audio,Laptop Audio not working
IT Support / Desktop Support / Software Issue,Approval Pending for SR14052
IT Support / Desktop Support / Internet / VPN not connecting,VPN not connecting
IT Support / Desktop Support / Laptop / Laptop Battery Drain,Laptop Is not charging
IT Support / Desktop Support / Software Issue,I need Power BI installed on my system.
IT Support / Desktop Support / User Profile / Account Lockout,Request for unlock Kuber sharma Account
IT Support / Desktop Support / Software Issue,Required Softwares
IT Support / Desktop Support / Internet / Unable to connect to Wi-Fi,Laptop WIFI restarting very often and other issues
IT Support / Desktop Support / Software Issue,New Laptop Configuration
IT Support / Desktop Support / Internet / VPN not connecting,Password Expired not able to connect vpn.
IT Support / Desktop Support / Internet / VPN not connecting,VPN Connectivity Issue & IT Service Desk App Installation
IT Support / Desktop Support / O365 Issue / MS Teams Issue,Unable to Log In to Teams/Outlook on Mobile Device
IT Support / Desktop Support / Software Issue,"Teams is sometimes not responding, getting stuck"
IT Support / Desktop Support / Internet / VPN not connecting,New Service Request raised for - IT Support\Network Services\Logical Access\Internet/Application/URL Revoke -
IT Support / Desktop Support / Software Issue,Not able to connect with VPN so not able to able to acces the video from the slack.
IT Support / Desktop Support / Laptop / Speaker and Audio,Laptop Audio not working
IT Support / Desktop Support / Software Issue,Files not gettting saved in one drive
IT Support / Desktop Support / Internet / Unable to connect to Wi-Fi,WiFi issues
IT Support / Desktop Support / Internet / VPN not connecting,VPN not connecting
IT Support / Desktop Support / Software Issue,Service Request ID - SR14138 Request to install a plugin in notepad+++
IT Support / Desktop Support / Internet / VPN not connecting,VPN not connecting
IT Support / Desktop Support / Software Issue,Follow-up for IT request SR14045
IT Support / Desktop Support / Software Issue,Unable to connect to Tredence office wifi at Pune Office.
IT Support / Desktop Support / Software Issue,Enable Virtualisation and WSL 2
IT Support / Desktop Support / Internet / VPN not connecting,VPN not connecting
IT Support / Desktop Support / Software Issue,Installation Request (Citrix)
IT Support / Desktop Support / Internet / VPN not connecting,I'm not able to Connect FortiClient VPN
IT Support / Desktop Support / Software Issue,Getting error Install docker
IT Support / Desktop Support / Software Issue,Citrix workspace error
IT Support / Desktop Support / Laptop / System Performance,Request for replacement of laptop due to extreme slowness and poor keyboard response
IT Support / Desktop Support / O365 Issue / Outlook Issue,Outlook Application is Not Opening
IT Support / Desktop Support / Internet / VPN not connecting,Unable to connect to Forticlient as Password has expired
IT Support / Desktop Support / Internet / VPN not connecting,VPN Issues
IT Support / Desktop Support / Internet / VPN not connecting,VPN not connecting
IT Support / Desktop Support / Software Issue,Not able to connect to VPN (password might be expired)
IT Support / Desktop Support / Software Issue,Logged in some temporary profile
IT Support / Desktop Support / O365 Issue / MS Teams Issue,unable to sign in
IT Support / Desktop Support / Software Issue,Need support in connecting to forticlient vpn
IT Support / Desktop Support / Laptop / System Performance,Edge freezes and crashes when trying to print anything
IT Support / Desktop Support / O365 Issue / Outlook Issue,"Outlook not working - ""Update to Keep using Outlook"""
IT Support / Desktop Support / Software Issue,Allocation-TransID#6827/FIXED/AssetID#9294 - Asset Allocation Mail Alert - Location: Bangalore-India\Prestige Tech Park IV - Store
IT Support / Desktop Support / Laptop / Power-On Issue,Laptop Issue
IT Support / Desktop Support / Software Issue,Excel files are not getting synced due to Onedrive issue. Unable to share the files online.
IT Support / Desktop Support / Internet / Unable to connect to Wi-Fi,Unable to connect to WIFI/My Laptop is unable to connect the Wireless network through bluetooth devices
IT Support / Desktop Support / Internet / Unable to connect to Wi-Fi,Unable to Connect to Wi-Fi Password expired
IT Support / Desktop Support / O365 Issue / MS Teams Issue,Microsoft Teams for Business is not working/Not able to connect to Microsoft Teams for Business
IT Support / Desktop Support / Laptop / System Performance,Laptop not starting
IT Support / Desktop Support / Laptop / System Boot-up,Not able to login the system
IT Support / Desktop Support / Software Issue,Reinstall Power BI as some functionality is not Working
IT Support / Desktop Support / Internet / Unable to connect to Wi-Fi,Unable to connect to wifi password expired.
IT Support / Desktop Support / Software Issue,New laptop configure
IT Support / Desktop Support / Internet / Unable to connect to Wi-Fi,Unable to connect Wi-Fi password expired
IT Support / Desktop Support / Laptop / System Performance,Laptop Issue
IT Support / Desktop Support / Software Issue,setup SSL certificate for visual studio2022
IT Support / Desktop Support / Internet / Unable to connect to Wi-Fi,Unable to connect to internet in Office
IT Support / Desktop Support / O365 Issue / MS Teams Issue,Unable to access Remote desktop!
IT Support / Desktop Support / Software Issue,System crash
IT Support / Desktop Support / Software Issue,"Hi, Windows Update"
IT Support / Desktop Support / Software Issue,Need Clock Region Change
IT Support / Desktop Support / Software Issue,java installation in my laptop
IT Support / Desktop Support / Software Issue,Installation of power BI
IT Support / Desktop Support / Laptop / Display,Unable to change Time zone due to permission restriction
IT Support / Desktop Support / Software Issue,Browser Not Working
IT Support / Desktop Support / User Profile / Password Expired,Unable to change password Also not able to login to VPN
IT Support / Desktop Support / User Profile / Account Lockout,Frequent Account Lockout Issues
IT Support / Desktop Support / Software Issue,Unable to Access teams and outlook
IT Support / Desktop Support / Laptop / System Performance,heating Issues
IT Support / Desktop Support / Software Issue,Teams shows offline not able to connect
IT Support / Desktop Support / Software Issue,Imp system get stuck showing offline
IT Support / Desktop Support / Software Issue,Unable to access Outlook and MS Teams
IT Support / Desktop Support / Software Issue,Office/One-Drive/Outlook Logins Not Working in TREDENCE Laptop - Ayush Jain (1005)
IT Support / Desktop Support / Software Issue,Unable to connect Teams and Outlook.
IT Support / Desktop Support / Software Issue,Laptop is not connecting to any sites
IT Support / Desktop Support / Software Issue,Teams and mail not updating
IT Support / Desktop Support / O365 Issue / MS Teams Issue,"Not able to access MS Teams, Outlook and SSO sites"
IT Support / Desktop Support / Software Issue,Laptop is not charging
IT Support / Desktop Support / Software Issue,Microsoft office
IT Support / Desktop Support / User Profile / Password Expired,My password has expired and I need help changing it
IT Support / Desktop Support / User Profile / Account Lockout,The reference account is locked out and may not be logged on to
IT Support / Desktop Support / Software Issue,Cannot use outlook on laptop
IT Support / Desktop Support / Software Issue,Enabling Long Paths on Windows
IT Support / Desktop Support / Internet / VPN not connecting,Not able to access forticlient vpn
IT Support / Desktop Support / Internet / VPN not connecting,Unable to login to VPN
IT Support / Desktop Support / Internet / VPN not connecting,Request for configuration of Fortitoken in phone
IT Support / Desktop Support / Software Issue,Need to install tableau public addition
IT Support / Desktop Support / Internet / VPN not connecting,Requesting assistance with Fortitoken and Password restting
IT Support / Desktop Support / Internet / VPN not connecting,VPN not connecting
IT Support / Desktop Support / Internet / VPN not connecting,I have not been able to connect with VPN.
IT Support / Desktop Support / Internet / VPN not connecting,VPN not connecting
IT Support / Desktop Support / User Profile / Account Lockout,Password Change Issue
IT Support / Desktop Support / User Profile / Account Lockout,laptop is locked
IT Support / Desktop Support / Internet / VPN not connecting,VPN not connecting
IT Support / Desktop Support / Laptop / Display,Date and Time need to update to IST
IT Support / Desktop Support / Internet / VPN not connecting,Unable To Connect To VPN
IT Support / Desktop Support / Internet / VPN not connecting,VPN not connecting
IT Support / Desktop Support / Software Issue,Replacement laptop received
IT Support / Desktop Support / User Profile / Account Lockout,Just got my new laptop and the account keeps locking out
IT Support / Desktop Support / Software Issue,Need to login to SSMS.
IT Support / Desktop Support / Internet / VPN not connecting,VPN not connecting
IT Support / Desktop Support / Laptop / Display,Laptop Display is not working
IT Support / Desktop Support / Internet / VPN not connecting,CISCO VPN
IT Support / Desktop Support / Mouse / Mouse Issue,Mouse is not working require a new one
IT Support / Desktop Support / Internet / VPN not connecting,VPN not connecting
IT Support / Desktop Support / Software Issue,"Python was not found; run without arguments to install from the Microsoft Store, or disable this shortcut from Settings Manage App Execution Aliases."
IT Support / Desktop Support / Software Issue,I am not able to login in outlook using client(pepsiCo) email id
IT Support / Desktop Support / Internet / VPN not connecting,VPN not connecting
IT Support / Desktop Support / Software Issue,Sinatra's Laptop not rebooting
IT Support / Desktop Support / O365 Issue / MS Teams Issue,The Microsoft teams account has been locked. Please contact him via his contact number 7206240545.
IT Support / Desktop Support / O365 Issue / MS Teams Issue,Account locked. Unable to login
IT Support / Desktop Support / User Profile / Password Expired,Password not Working/Expired
IT Support / Desktop Support / User Profile / Account Lockout,Urgent: Account Locked – Unable to Access Systems for ID 2785 (jagadeesha.rg@tredence.com)
IT Support / Desktop Support / O365 Issue / MS Teams Issue,MS teams have been locked.
IT Support / Desktop Support / O365 Issue / MS Teams Issue,MS teams have been locked.
IT Support / Desktop Support / User Profile / Account Lockout,Account Locked
IT Support / Desktop Support / User Profile / Password Expired,Creating Password update ticket as requested after the account was locked.
IT Support / Desktop Support / Laptop / System Boot-up,Amit is unable to login to the system since his access is revoked possibly due to password reset issue.
IT Support / Desktop Support / User Profile / Account Lockout,Pratap - account locked
IT Support / Desktop Support / Internet / VPN not connecting,VPN not connecting
IT Support / Desktop Support / Laptop / System Performance,Misba's laptop screen is not coming up
IT Support / Desktop Support / Internet / VPN not connecting,Outlook/Teams locked
IT Support / Desktop Support / User Profile / Password Expired,"Haven't been connecting to Forti Client, I believe the password has expired"
IT Support / Desktop Support / Software Issue,Not able to login to client VDI - Screenshot Attached | Please Assist
IT Support / Desktop Support / Software Issue,Outlook Not Responding
IT Support / Desktop Support / User Profile / Account Lockout,Vignesh's account is locked. Please help him
IT Support / Desktop Support / Software Issue,Need to install Cisco Anyconnect VPN.
IT Support / Desktop Support / Software Issue,Unable to Access Tredence Resources | Expired Anti-virus
IT Support / Desktop Support / Software Issue,License Request on DBSchema
IT Support / Desktop Support / Internet / VPN not connecting,IM18994 - Incident Resolved
IT Support / Desktop Support / Software Issue,Unable to sync my emails in my PC
IT Support / Desktop Support / Software Issue,Install remote desktop in my PC for Adani project support
IT Support / Desktop Support / Internet / VPN not connecting,Unable to connect to VPN
IT Support / Desktop Support / O365 Issue / Outlook Issue,User ID invalid
IT Support / Desktop Support / O365 Issue / Outlook Issue,Unable sync my latest emails in outlook
IT Support / Desktop Support / Internet / Unable to connect to Wi-Fi,Issue with zsacler
IT Support / Desktop Support / Software Issue,Oracle SQL developer issue
IT Support / Desktop Support / O365 Issue / Outlook Issue,Outlook Not working/Outlook fails to open with OUT of Memory error/Outlook not working/My Mailbox is full/Email is not accessible
IT Support / Desktop Support / Internet / VPN not connecting,Forticlient Token App Setup
IT Support / Desktop Support / Internet / VPN not connecting,Not able to connect to VPN
IT Support / Desktop Support / Internet / VPN not connecting,"Not able to connect to the vpn , have created last week no response from team"
IT Support / Desktop Support / Software Issue,Jupyter notebook is not working
IT Support / Desktop Support / Internet / VPN not connecting,not able to connect to VPN getting permission denied issue
IT Support / Desktop Support / Internet / VPN not connecting,Not able to connect to the vpn getting error as permission denied
IT Support / Desktop Support / Software Issue,Laptop configuration
IT Support / Desktop Support / Software Issue,Facing issue with camera
IT Support / Desktop Support / Internet / VPN not connecting,VPN not working
IT Support / Desktop Support / Software Issue,Client VPN installation_GlobalProtect64_Dollar General
